Country Name,alphaCode3,SeriesName,SeriesCode,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018
Cyprus,CYP,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7403.37768577164,8973.43638847736,10575.0784137875,11339.1592249023,12310.2829325492,12910.0236830255,12978.566954893,13583.0378988259,14052.9718805286,15120.0832083777,15691.2187376347,16059.3001239342,17216.6398583571,18503.9853493229,19751.1025618549,20767.6991517998,20383.3399153758,21634.851209334,21284.4693952702,22014.9939674322,22040.3728941619,22011.3893629804,22126.1814497777,25250.5177437476,23996.5227814526,24404.7109189351,25468.4757996224,26699.6523587943,27353.9983367868,27871.6188737956,28964.7027661194,29730.2217638168,30299.0674948903,32054.7012980439,29695.8618551597,29880.8717341741,30120.166278906,27914.8872186203,26105.6536974977,26270.2762354028,28223.1031918346,28496.8591721914,29209.4389175573,..
Czech Republic,CZE,"Population, total",SP.POP.TOTL,9602006,9586651,9624660,9670685,9727804,9779358,9821040,9852899,9876346,9896580,9858071,9826815,9867632,9922266,9988459,10058620,10125939,10186755,10242098,10292341,10304193,10300591,10314826,10323856,10330213,10337118,10342227,10347318,10355276,10361068,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,..
Czech Republic,CZE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,3424.20204308314,3595.79684366016,3729.99474112063,3860.35523597784,4031.26870286381,4173.44011256635,4292.92743371172,4499.95694241551,4392.39236243727,4585.12374525594,4639.73377838223,4675.59995680005,4812.15545819314,4959.82028637744,5141.6652107483,5259.31213847849,5447.30528239298,5504.92328741407,5576.93473298313,5600.40761204856,5256.30208162561,5077.66018488199,5032.40364942199,5186.96944245982,5470.67066140434,5729.38625476613,5660.06002835174,5604.80954012449,5493.85153045646,5703.81673910731,5892.17259549527,5894.2331191117,6074.84914162236,6230.3982278885,6357.42109460812,6528.53015044089,6518.21741269978,6489.12625740243,6139.35206037264,6348.42439812839,6298.72767835026,6304.57192302954,6284.79080624888,6258.89103703659,..,..,..,..
Czech Republic,CZE,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12375.8197304523,12329.4357818542,12682.749389748,13367.7080412062,13864.8678700756,13801.7300831624,13757.1831812225,13911.2869650146,14536.9550085005,14874.2709782775,15021.5653812568,15592.2601999639,16123.3319738252,17181.4492761811,18024.1916992043,18850.5416456274,19190.2174775412,18042.031974182,18345.6247917049,18611.0386918712,18712.1049739751,18649.865921194,18962.4317370881,19926.7667704737,20424.9969327174,21350.3774817827,..
Denmark,DNK,"Population, total",SP.POP.TOTL,4579603,4611687,4647727,4684483,4722072,4759012,4797381,4835354,4864883,4891860,4928757,4963126,4991596,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,..
Denmark,DNK,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1089.61409973747,1192.40529550249,1355.93161990797,1497.92410389791,1624.49873699512,1818.65479641573,1984.41608035718,2128.48945496028,2339.21350215411,2620.4756472998,2893.22439714516,3059.36218423631,3346.82534403826,3428.21117510023,3245.99324876216,3414.5200007431,3793.71824604207,3999.67062460855,4314.44553634541,4541.90030059797,4599.23400755061,4589.9969774905,4678.95447466788,4739.65434545549,4979.63561055705,5351.12504842393,5618.55462731035,5794.3945649562,5858.05756332566,5853.96000540857,5944.82836695787,6217.33551300293,6236.25847696065,6306.86956166447,6539.53570564214,6424.53729172371,6646.68594817401,6607.20141245274,6504.25632878281,6508.51338053166,6482.48862839575,6490.09299312922,6533.75201430227,6602.63637972505,6615.56995871791,6659.00042661297,6824.74593877224,6668.39026644631,6534.12385018916,6219.70109150757,6327.50645629896,6165.97361994424,6038.55230693622,6039.43200024506,5858.80153628748,..,..,..,..
Denmark,DNK,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,30661.4183418058,31326.4565355186,32353.4024396192,33564.9459180229,32902.6543562143,32310.8406536569,34175.021459803,34656.1341162952,35281.1283887767,36295.2326530915,36198.0092270567,35680.9953103441,36782.9962103844,37836.8846647699,39258.6344070763,40769.7567990475,42809.7802308935,43005.0367337275,42901.9105623029,43020.7203336515,43483.7772874202,43945.0818558228,44828.5010174944,44981.1721582043,47273.7305809604,48640.4277365207,49666.8522313437,51013.0499259764,52096.4355610574,53580.6238045854,54745.614482812,55352.3662688521,55551.8102026772,55920.5002951531,57852.9854771707,59258.0556737503,61614.4338984792,61474.0491731847,61169.8325391638,57791.6851242771,58990.7844412916,59799.6847978642,59800.7065472096,60647.8809994896,61612.518997559,62294.2486447825,62908.2340923094,63651.7052970332,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,83636,88498,94204,100628,107583,114963,122866,131397,140462,149887,159659,169372,179224,190568,205181,224183,248556,277479,308008,336085,358960,374937,385271,393802,406017,425613,454361,490330,528999,563864,590398,606844,615054,618495,622366,630388,643682,660953,680612,700099,717584,732711,746221,758615,770752,783254,796208,809402,822934,836840,851146,865937,881185,896688,912164,927414,942333,956985,..
Djibouti,DJI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,60011,61032,61982,62918,63926,65038,66311,67686,69040,70213,71073,71569,71734,71744,71807,72094,72642,73411,74242,74925,75314,75375,75170,74747,74213,73643,73025,72370,71742,71242,70926,70842,70970,71210,71373,71368,71145,70753,70290,69903,69676,69670,69824,70093,70379,70627,70807,70950,71074,71229,71440,71718,72044,72400,72778,73162,73543,73925,..
Dominica,DMA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6780.28026626851,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,3294042,3406299,3521278,3638628,3757956,3878948,4001375,4125109,4250025,4376054,4503114,4631114,4759934,4889436,5019473,5149935,5280723,5411865,5543517,5675931,5809269,5943591,6078820,6214857,6351572,6488856,6626542,6764624,6903316,7042937,7183647,7325622,7468551,7611465,7753052,7892423,8029113,8163472,8296375,8429112,8562622,8697126,8832285,8967760,9102998,9237566,9371338,9504353,9636520,9767758,9897985,10027095,10154950,10281296,10405844,10528394,10648791,10766998,..
Dominican Republic,DOM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,327.566974166475,308.407637584891,399.841617724416,364.380882216121,402.335175104152,381.1978018919,421.296540102164,409.306943588339,471.288322567699,440.847204699937,442.493435365926,327.530672071224,365.253778164164,443.19736909225,474.968160797527,482.755560894355,476.30141749194,379.093177829321,333.383643783836,388.521317932242,398.327950855231,540.2654410474,508.443512516973,526.373355937765,497.059014703089,633.444815137114,636.983871568372,1090.35572765214,1267.74920062754,1313.6163198609,1273.6391309037,1373.48375873288,1347.38217793518,1112.60048612556,1215.90470909761,1308.56447606521,1335.38811111077,1352.35541461025,1299.78650167213,1366.23767362751,1397.61316712368,1466.27999153122,1516.54032721167,1578.15166170087,..,..,..,..
Dominican Republic,DOM,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,1307.66419450533,1218.93076087468,1382.16380882839,1430.84041782109,1483.7668601318,1265.24589104934,1383.94457384103,1387.08649937524,1351.281937304,1453.52916355958,1690.97654991042,1832.22072069338,2008.25059959618,2170.89777492776,2232.18964811092,2291.35765803161,2382.78673198878,2405.23910754836,2435.98235926808,2508.87158492798,2550.9663726379,2579.82007460751,2585.60679428049,2642.39095074287,2622.6968070925,2431.41775162148,2517.24002882815,2688.86391434088,2657.28799590203,2761.45253217051,2568.54465371054,2531.18902114966,2787.24700463953,2889.03938588992,2929.99501301902,3041.05054757972,3190.02348196378,3415.28892256271,3581.62757275971,3726.85732320373,3845.11411181595,3879.54743256852,3994.52232819739,3786.53391025869,3757.01747134236,4181.95401031267,4518.78154374487,4780.07110074181,4937.67665669123,4917.06207577424,5258.97847554063,5341.64412643676,5410.90749197827,5562.45618280759,5904.83193007745,6282.56902942847,6604.08807117215,6822.61232239982,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,4545550,4676859,4812890,4953733,5099468,5250119,5405685,5566057,5730906,5899845,6072527,6248835,6428711,6611916,6798206,6987391,7179399,7374234,7571959,7772653,7976445,8183194,8392940,8606213,8823751,9045979,9272906,9504129,9739176,9977377,10218091,10460990,10705667,10951202,11196479,11440583,11683479,11924993,12163885,12398691,12628596,12852755,13072060,13289601,13509647,13735233,13967480,14205453,14447562,14691275,14934690,15177355,15419666,15661547,15903112,16144368,16385068,16624858,..
Ecuador,ECU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,144.506936092888,149.485643389476,163.341458058451,174.457790775978,196.353689095114,223.556317179196,252.229587506987,291.998411507511,327.558685560773,360.185521244113,385.057472668985,404.50664487057,409.471622419757,412.636303993619,398.409061086699,418.85467187956,452.750588717809,452.605025312203,446.510139889472,481.303210159315,509.512006033846,522.994036709716,517.842698911042,550.440902001424,552.856440969835,613.173524769463,656.184871555061,688.513579337523,637.002728755802,637.521384008167,649.977378390859,692.239784701111,720.111913066464,829.111226962481,799.768012672228,868.159467563225,958.927532969206,1083.98911871775,1111.20375869351,1143.78001819924,1217.33991199389,1281.54526823084,1333.26548137294,1380.61028558436,..,..,..,..
Ecuador,ECU,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2206.61595348367,2246.58968027058,2291.07750355894,2287.55510998998,2390.38648746415,2392.68807859554,2315.96046956963,2354.5458386756,2328.37334899748,2371.26197866279,2458.93895511591,2532.37252590637,2583.21353593595,2820.14150186859,3058.46975318988,3367.06781433647,3488.83665901783,3439.88631005311,3524.95150761962,3535.44977449775,3547.82010894559,3651.72662902553,3522.45758385437,3421.05410992237,3372.77182390342,3427.19325576361,3453.86639272231,3331.8140665667,3398.9726820966,3336.04918572767,3428.78603938335,3543.79492444254,3584.83407070076,3612.39506121197,3697.9384469715,3713.66898009125,3688.04310180099,3784.17963182674,3814.79855757684,3481.70692831972,3447.78850289782,3587.06171120022,3690.46231855613,3719.11828438414,3944.86168520317,4108.08891447951,4233.13355147317,4251.31976807693,4514.7727075798,4481.5643922399,4589.05162410469,4863.84767917815,5063.46659355975,5233.63528926793,5344.53179839325,5261.18933622695,5115.04048592041,5137.38120351788,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,26996533,27744712,28506176,29281250,30071102,30875964,31697616,32534021,33377259,34216826,35046273,35863382,36673642,37488067,38322022,39187702,40089032,41026477,42004655,43027816,44099142,45216506,46379620,47594556,48868951,50204985,51607703,53066229,54547296,56006573,57412215,58752390,60035536,61275601,62495745,63714386,64933456,66151117,67378056,68626664,69905988,71226940,72590118,73981942,75381899,76778149,78159048,79537253,80953881,82465022,84107606,85897561,87813257,89807433,91812566,93778172,95688681,97553151,..
"Egypt, Arab Rep.",EGY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,201.208017693368,197.416989564331,194.248479122703,214.26322441963,236.298622460689,269.375424180858,303.170072341332,316.845835300873,341.011963051994,375.154691218255,410.491690799815,449.788075020882,494.300230471737,512.063375373046,487.740410638505,578.731434723999,607.825364790854,621.735676870216,643.049522062348,662.733531531574,678.627711996057,682.345869286484,698.140847284387,710.656381486452,729.191677370947,786.959498967682,826.12361632533,869.838096842687,926.607768665544,961.949067939645,1013.25425464017,1062.52754679363,1128.72138446974,1171.16975256885,1241.34276797947,1311.36448847228,1401.19247014981,1446.62613519419,1512.45942794995,1550.81099324121,1658.9644495261,1658.77004197669,1658.5932257968,1657.76871980683,..,..,..,..
"Egypt, Arab Rep.",EGY,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,694.957152823408,711.779779639012,702.410411130716,674.269493573659,686.354596980518,709.182557077033,720.663470718402,727.608415742054,730.961308977522,726.659351479825,766.726175439725,842.645286456699,894.090972757924,934.484402909878,941.929536227029,1003.70296176589,1040.38369934837,1130.93074198119,1162.59314311422,1244.23181857887,1246.92308017224,1258.26443483872,1388.94021643914,1435.89436376388,1457.41879710946,1483.01739790878,1513.10754943293,1545.0954503226,1557.05963755535,1586.27875383377,1630.29362747578,1681.18265246682,1740.85815340381,1810.28199715496,1876.95671588662,1958.19704959109,1992.62701650032,2005.02195521887,2025.93886559723,2071.12127013118,2105.2858678734,2226.93702278254,2352.73565269545,2475.11152379604,2524.60101597324,2550.58531211939,2525.05721687044,2531.22277986185,2522.19115332614,2544.31098059642,2617.69801016674,2687.01652031052,2730.64119573055,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,2762899,2843240,2927857,3015887,3106186,3197863,3290411,3383701,3477742,3572707,3668595,3765166,3861931,3958323,4053713,4147525,4239675,4329964,4417516,4501316,4580704,4655364,4725720,4792903,4858532,4923860,4988943,5053714,5119035,5185943,5254984,5326657,5400331,5474000,5544945,5611115,5671925,5727755,5778706,5825187,5867626,5905962,5940303,5971535,6000775,6028961,6056478,6083475,6110301,6137276,6164626,6192560,6221246,6250777,6281189,6312478,6344722,6377853,..
El Salvador,SLV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,169.71363281194,181.774350706939,203.874216429533,216.098179619524,210.245869524596,240.112744491028,259.817402638913,282.285338638275,290.359530412884,274.193661061706,260.130034944636,256.04563960624,276.659051935748,286.91794146874,297.124613616147,301.867549899849,319.962704656417,329.554300761765,330.508838990324,353.378811429302,371.903052890396,386.087445380663,438.984289367921,475.027254553472,507.029351563816,517.813617070042,557.635583225889,572.446495807193,590.710650147369,617.114996763597,628.856061044754,669.662810129382,696.303379281876,692.743853918869,758.339621039181,820.113603979078,885.349245291548,858.713834228461,848.910819718716,859.743965002905,883.15656206803,918.144050243311,961.320488636853,939.153399141468,..,..,..,..
El Salvador,SLV,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2098.91418984469,2099.72663235476,2237.54727888153,2339.29759846057,2430.15240499123,2518.0610539958,2506.28514926625,2549.9509309868,2597.31507279745,2602.68384371517,2624.60912027167,2629.6113922845,2644.24485298267,2652.89478492191,2660.56446356715,2719.43438330235,2844.10690842772,2886.54674711706,2954.00276345955,2849.82633275638,2905.23869574569,2999.79173857224,3033.78721716452,3080.44180285909,3124.51576744937,3178.48562282979,3229.11243507023,3264.02247500271,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,255323,258947,262590,266598,271457,277396,284868,293440,301353,306233,306515,301666,292585,281021,269426,259747,252194,246677,244485,247078,255325,270063,290617,314475,338086,358896,376024,390173,402326,414138,426846,440624,455148,470610,487140,504871,523999,544636,566673,589938,614323,639762,666407,694611,724817,757317,792217,829327,868418,909111,951104,994290,1038593,1083746,1129424,1175389,1221490,1267689,..
Equatorial Guinea,GNQ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9758.14430999458,12408.4870974271,13945.3609650419,13643.1059268581,13707.2301258693,10061.0657789664,10383.0039925588,11122.1639832779,10782.2550905264,10567.3465387067,10889.7431186526,9952.61662457762,9067.12917135505,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1397491,1432640,1469645,1508273,1548187,1589179,1631147,1674204,1718525,1764343,1811878,1861199,1912302,1965160,2019717,2075965,2133723,2193068,2254450,2318495,2385540,2454766,2525521,2598410,2674289,2753151,2837111,2924349,3006361,3071771,3113311,3127297,3118582,3099047,3085443,3090159,3116379,3161350,3224223,3302263,3392801,3497124,3614639,3738265,3858623,3969007,4066648,4153332,4232636,4310334,4390840,4474690,..,..,..,..,..,..,..
Eritrea,ERI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.4410023529925,41.3030199283844,45.6984621009042,47.8939756821575,54.2296042939578,58.5193034621285,50.5548158424526,53.2967846594896,50.695575720474,55.4741553344977,59.7570047797304,62.3283796092572,60.9025551343057,60.9724296278641,57.0494421941609,58.9887829819528,57.1747724113295,60.3201515242206,61.9471445099343,64.1385213277344,..,..,..,..,..,..,..
Eritrea,ERI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,378.169403690902,431.755744887461,525.88662720678,546.858485510984,578.367923123942,619.300881715778,624.488677833128,611.486227425948,571.948776894226,601.166718704215,596.070933974017,559.257726021715,547.928588692433,549.803401958503,532.283299292136,529.480932670167,467.327576932179,476.467167135191,477.678881082295,510.11274394066,..,..,..,..,..,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1211537,1225077,1241623,1258857,1277086,1294566,1308597,1318946,1331214,1345249,1360076,1376955,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,..
Estonia,EST,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5755.89450245798,5617.06357593668,4933.82323684635,4049.8538277845,4354.83010760923,4244.64407775397,4556.39116865429,4811.59813795296,4733.95490839415,4460.36810804434,4540.49256076479,4680.44794559529,4767.46293544061,5158.60277810202,5429.52552199919,5531.54582864313,5869.42478894573,6277.41146283975,6364.56783013858,5975.95381093506,6506.31818096472,6314.41444766954,6689.36777611787,6664.65856902557,6732.36747315611,..,..,..,..
Estonia,EST,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9769.73362264551,10371.1490386644,11072.0282495821,11868.6966051823,12733.2007364989,14141.1298833325,15481.0244027326,16446.8213908869,15844.4242437746,13847.113793313,13862.3043354559,15003.9122823653,15871.5275828007,16526.0464374442,16947.9988490796,17377.5006551368,17965.4709776935,18869.8390088183,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,349174,357453,365636,373897,382469,391546,401183,411352,422140,433588,445729,458605,472230,486561,501512,517024,533214,550118,567559,585344,603372,621276,639237,658320,679976,705085,734243,766707,800456,832682,861373,885623,906034,924025,941774,960792,981764,1003995,1026009,1045629,1061468,1072927,1080930,1087392,1095053,1105873,1120514,1138434,1158897,1180675,1202843,1225258,1248158,1271456,1295097,1319011,1343098,1367254,..
Eswatini,SWZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2863.1026438976,2855.91333530581,2894.30498841153,2845.753268999,2727.05530364339,2973.53600264393,3114.128476644,3140.19647220288,3022.91432772551,3106.25855652094,3012.41108403869,3153.87148598449,3067.19891672809,3099.49999190397,3254.72399157037,3612.62955931753,3585.97603973215,3713.75932531033,3629.06500419264,3545.72593613019,3502.22512307937,3681.66158599513,3790.06315915838,4016.85118788337,3991.70060800863,3964.78969506472,3968.5264452169,3910.56140366869,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,22151278,22671190,23221389,23798429,24397024,25013626,25641376,26281208,26946079,27654161,28415077,29245207,30132580,31025115,31851708,32566821,33146891,33622390,34068316,34590226,35264898,36120288,37136848,38285883,39518801,40800343,42120730,43493283,44932064,46458913,48086516,49821083,51647768,53532956,55431123,57309880,59155148,60976450,62794151,64640054,66537331,68492257,70497192,72545144,74624405,76727083,78850689,81000409,83184892,85416253,87702670,90046756,92444183,94887724,97366774,99873033,102403196,104957438,..
Ethiopia,ETH,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,18.8748877722083,18.7172820913443,17.7598052416566,17.0163559203795,16.4891746725909,16.0196019590495,15.0197532061225,15.7037406838659,17.2303008370052,18.0065741293226,18.8813555417941,19.6031714915601,20.3730445501283,21.3063144299342,19.8282646790494,19.8239679131867,20.2560013692229,19.2290298527128,18.6401261691164,22.5011102904606,21.8381443052934,21.627265673901,23.2567019090072,23.5607710852259,23.9749236955303,24.3934813585455,23.8288716381488,23.6964745331138,22.8960204767156,22.6489397358003,26.4409449961621,26.1003303507465,28.4788186511836,30.6200096335776,33.3650114132451,37.3110246379711,39.4072084253303,40.8607851531502,42.0645939596531,48.2653492761395,52.6060039297807,57.3859796024159,64.391891199751,69.7157738840151,..,..,..,..
Ethiopia,ETH,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,340.076019672429,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,34661,35115,35570,36014,36454,36900,37334,37768,38200,38646,39083,39537,40009,40486,40955,41407,41848,42275,42693,43101,43514,43917,44307,44700,45122,45573,46077,46621,47117,47466,47594,47457,47101,46640,46250,46040,46058,46251,46580,46937,47258,47526,47769,47974,48143,48285,48383,48448,48485,48517,48550,48608,48666,48747,48842,48965,49117,49290,..
Faroe Islands,FRO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49111.8743777583,..,..,..,..,..,..,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,393386,407156,421577,436208,450450,463883,476324,487913,498892,509658,520529,531601,542814,554107,565388,576595,587520,598259,609345,621538,635255,650955,668198,685391,700366,711661,718548,721725,722917,724624,728628,735473,744531,755026,765667,775498,784476,792860,800315,806494,811223,814218,815691,816628,818354,821817,827411,834812,843340,851967,859950,867086,873596,879715,885806,892149,898760,905502,..
Fiji,FJI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3538.73009974767,..,..,..,..,..,..,..,..
Finland,FIN,"Population, total",SP.POP.TOTL,4429634,4461005,4491443,4523309,4548543,4563732,4580869,4605744,4626469,4623785,4606307,4612124,4639657,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,..
